design	22B2	22B1	22B2_normalized	22B1_normalized
A1502_1587118[c-]f	1.0	1.0	1.0	1.0
A1502_1587118[c-]r	1.0	1.0	1.0	1.0
A1502_1587149[c-]f	12.0	12.0	12.0	12.0
A1502_1587149[c-]r	12.0	12.0	12.0	12.0
A1502_1587218[c-]f	10.0	10.0	10.0	10.0
A1502_1587218[c-]r	10.0	10.0	10.0	10.0
A1502_1587274[c-]f	32.0	32.0	32.0	32.0
A1502_1587274[c-]r	32.0	32.0	32.0	32.0
A1503_1587943[c-]f	10.0	10.0	10.0	10.0
A1503_1587943[c-]r	10.0	10.0	10.0	10.0
A1503_1587969[c-]f	4.0	4.0	4.0	4.0
A1503_1587969[c-]r	4.0	4.0	4.0	4.0
A1503_1587970[c-]f	6.0	6.0	6.0	6.0
A1503_1587970[c-]r	6.0	6.0	6.0	6.0
A1503_1588018[c-]f	13.0	13.0	13.0	13.0
A1503_1588018[c-]r	13.0	13.0	13.0	13.0
A1503_1588140[c-]f	3.0	3.0	3.0	3.0
A1503_1588140[c-]r	3.0	3.0	3.0	3.0
A1503_1588149[c-]f	15.0	15.0	15.0	15.0
A1503_1588149[c-]r	15.0	15.0	15.0	15.0
A1503_1588174[c-]f	17.0	17.0	17.0	17.0
A1503_1588174[c-]r	17.0	17.0	17.0	17.0
A1503_1588218[c-]f	73.0	73.0	73.0	73.0
A1503_1588218[c-]r	73.0	73.0	73.0	73.0
A1503_1588230[c-]f	8.0	8.0	8.0	8.0
A1503_1588230[c-]r	8.0	8.0	8.0	8.0
A1503_1588231[c-]f	0.0	0.0	0.0	0.0
A1503_1588231[c-]r	0.0	0.0	0.0	0.0
A1504_1589416[c-]f	9.0	9.0	9.0	9.0
A1504_1589416[c-]r	9.0	9.0	9.0	9.0
A1504_1589423[c-]f	18.0	18.0	18.0	18.0
A1504_1589423[c-]r	18.0	18.0	18.0	18.0
A1504_1589464[c-]f	6.0	6.0	6.0	6.0
A1504_1589464[c-]r	6.0	6.0	6.0	6.0
A1504_1589474[c-]f	6.0	6.0	6.0	6.0
A1504_1589474[c-]r	6.0	6.0	6.0	6.0
A1504_1589497[c-]f	4.0	4.0	4.0	4.0
A1504_1589497[c-]r	4.0	4.0	4.0	4.0
A1504_1589499[c-]f	7.0	7.0	7.0	7.0
A1504_1589499[c-]r	7.0	7.0	7.0	7.0
A1504_1589500[c-]f	4.0	4.0	4.0	4.0
A1504_1589500[c-]r	4.0	4.0	4.0	4.0
A1504_1589548[c-]f	17.0	17.0	17.0	17.0
A1504_1589548[c-]r	17.0	17.0	17.0	17.0
A1504_1589639[c-]f	0.0	0.0	0.0	0.0
A1504_1589639[c-]r	0.0	0.0	0.0	0.0
A1504_1589784[c-]f	4.0	4.0	4.0	4.0
A1504_1589784[c-]r	4.0	4.0	4.0	4.0
A1505_1590309[c-]f	32.0	32.0	32.0	32.0
A1505_1590309[c-]r	32.0	32.0	32.0	32.0
A1505_1590338[c-]f	14.0	14.0	14.0	14.0
A1505_1590338[c-]r	14.0	14.0	14.0	14.0
A1505_1590450[c-]f	4.0	4.0	4.0	4.0
A1505_1590450[c-]r	4.0	4.0	4.0	4.0
A1505_1590504[c-]f	24.0	24.0	24.0	24.0
A1505_1590504[c-]r	24.0	24.0	24.0	24.0
A1505_1590510[c-]f	33.0	33.0	33.0	33.0
A1505_1590510[c-]r	33.0	33.0	33.0	33.0
A1505_1590513[c-]f	20.0	20.0	20.0	20.0
A1505_1590513[c-]r	20.0	20.0	20.0	20.0
A1505_1590586[c-]f	9.0	9.0	9.0	9.0
A1505_1590586[c-]r	9.0	9.0	9.0	9.0
A1505_1590627[c-]f	35.0	35.0	35.0	35.0
A1505_1590627[c-]r	35.0	35.0	35.0	35.0
A1505_1590628[c-]f	4.0	4.0	4.0	4.0
A1505_1590628[c-]r	4.0	4.0	4.0	4.0
A1505_1590664[c-]f	2.0	2.0	2.0	2.0
A1505_1590664[c-]r	2.0	2.0	2.0	2.0
A1506_1592132[c-]f	5.0	5.0	5.0	5.0
A1506_1592132[c-]r	5.0	5.0	5.0	5.0
A1506_1592192[c-]f	4.0	4.0	4.0	4.0
A1506_1592192[c-]r	4.0	4.0	4.0	4.0
A1506_1592258[c-]f	14.0	14.0	14.0	14.0
A1506_1592258[c-]r	14.0	14.0	14.0	14.0
A1506_1592324[c-]f	0.0	0.0	0.0	0.0
A1506_1592324[c-]r	0.0	0.0	0.0	0.0
A1506_1592359[c-]f	0.0	0.0	0.0	0.0
A1506_1592359[c-]r	0.0	0.0	0.0	0.0
A1506_1592393[c-]f	2.0	2.0	2.0	2.0
A1506_1592393[c-]r	2.0	2.0	2.0	2.0
A1506_1592420[c-]f	9.0	9.0	9.0	9.0
A1506_1592420[c-]r	9.0	9.0	9.0	9.0
A1506_1592459[c-]f	0.0	0.0	0.0	0.0
A1506_1592459[c-]r	0.0	0.0	0.0	0.0
A1506_1592492[c-]f	19.0	19.0	19.0	19.0
A1506_1592492[c-]r	19.0	19.0	19.0	19.0
A1506_1592594[c-]f	5.0	5.0	5.0	5.0
A1506_1592594[c-]r	5.0	5.0	5.0	5.0
A1507_1592988[c-]f	3.0	3.0	3.0	3.0
A1507_1592988[c-]r	3.0	3.0	3.0	3.0
A1507_1593034[c-]f	7.0	7.0	7.0	7.0
A1507_1593034[c-]r	7.0	7.0	7.0	7.0
A1507_1593067[c-]f	11.0	11.0	11.0	11.0
A1507_1593067[c-]r	11.0	11.0	11.0	11.0
A1507_1593126[c-]f	8.0	8.0	8.0	8.0
A1507_1593126[c-]r	8.0	8.0	8.0	8.0
A1507_1593220[c-]f	24.0	24.0	24.0	24.0
A1507_1593220[c-]r	24.0	24.0	24.0	24.0
A1507_1593255[c-]f	21.0	21.0	21.0	21.0
A1507_1593255[c-]r	21.0	21.0	21.0	21.0
A1507_1593256[c-]f	20.0	20.0	20.0	20.0
A1507_1593256[c-]r	20.0	20.0	20.0	20.0
A1507_1593298[c-]f	24.0	24.0	24.0	24.0
A1507_1593298[c-]r	24.0	24.0	24.0	24.0
A1507_1593316[c-]f	3.0	3.0	3.0	3.0
A1507_1593316[c-]r	3.0	3.0	3.0	3.0
A1507_1593382[c-]f	13.0	13.0	13.0	13.0
A1507_1593382[c-]r	13.0	13.0	13.0	13.0
A1508_1593828[c-]f	9.0	9.0	9.0	9.0
A1508_1593828[c-]r	9.0	9.0	9.0	9.0
A1508_1593917[c-]f	1.0	1.0	1.0	1.0
A1508_1593917[c-]r	1.0	1.0	1.0	1.0
A1508_1593932[c-]f	5.0	5.0	5.0	5.0
A1508_1593932[c-]r	5.0	5.0	5.0	5.0
A1508_1594046[c-]f	6.0	6.0	6.0	6.0
A1508_1594046[c-]r	6.0	6.0	6.0	6.0
A1508_1594056[c-]f	20.0	20.0	20.0	20.0
A1508_1594056[c-]r	20.0	20.0	20.0	20.0
A1508_1594082[c-]f	4.0	4.0	4.0	4.0
A1508_1594082[c-]r	4.0	4.0	4.0	4.0
A1508_1594106[c-]f	0.0	0.0	0.0	0.0
A1508_1594106[c-]r	0.0	0.0	0.0	0.0
A1508_1594139[c-]f	3.0	3.0	3.0	3.0
A1508_1594139[c-]r	3.0	3.0	3.0	3.0
A1508_1594168[c-]f	0.0	0.0	0.0	0.0
A1508_1594168[c-]r	0.0	0.0	0.0	0.0
A1508_1594335[c-]f	0.0	0.0	0.0	0.0
A1508_1594335[c-]r	0.0	0.0	0.0	0.0
A1509_1594827[c-]f	9.0	9.0	9.0	9.0
A1509_1594827[c-]r	9.0	9.0	9.0	9.0
A1509_1594844[c-]f	16.0	16.0	16.0	16.0
A1509_1594844[c-]r	16.0	16.0	16.0	16.0
A1509_1594848[c-]f	7.0	7.0	7.0	7.0
A1509_1594848[c-]r	7.0	7.0	7.0	7.0
A1509_1594853[c-]f	9.0	9.0	9.0	9.0
A1509_1594853[c-]r	9.0	9.0	9.0	9.0
A1509_1595022[c-]f	14.0	14.0	14.0	14.0
A1509_1595022[c-]r	14.0	14.0	14.0	14.0
A1509_1595032[c-]f	1.0	1.0	1.0	1.0
A1509_1595032[c-]r	1.0	1.0	1.0	1.0
A1509_1595033[c-]f	3.0	3.0	3.0	3.0
A1509_1595033[c-]r	3.0	3.0	3.0	3.0
A1509_1595057[c-]f	6.0	6.0	6.0	6.0
A1509_1595057[c-]r	6.0	6.0	6.0	6.0
A1509_1595108[c-]f	11.0	11.0	11.0	11.0
A1509_1595108[c-]r	11.0	11.0	11.0	11.0
A1509_1595558[c-]f	0.0	0.0	0.0	0.0
A1509_1595558[c-]r	0.0	0.0	0.0	0.0
A1510_1595916[c-]f	3.0	3.0	3.0	3.0
A1510_1595916[c-]r	3.0	3.0	3.0	3.0
A1510_1595933[c-]f	3.0	3.0	3.0	3.0
A1510_1595933[c-]r	3.0	3.0	3.0	3.0
A1510_1595953[c-]f	5.0	5.0	5.0	5.0
A1510_1595953[c-]r	5.0	5.0	5.0	5.0
A1510_1595968[c-]f	11.0	11.0	11.0	11.0
A1510_1595968[c-]r	11.0	11.0	11.0	11.0
A1510_1596011[c-]f	13.0	13.0	13.0	13.0
A1510_1596011[c-]r	13.0	13.0	13.0	13.0
A1510_1596012[c-]f	15.0	15.0	15.0	15.0
A1510_1596012[c-]r	15.0	15.0	15.0	15.0
A1510_1596075[c-]f	15.0	15.0	15.0	15.0
A1510_1596075[c-]r	15.0	15.0	15.0	15.0
A1510_1596140[c-]f	6.0	6.0	6.0	6.0
A1510_1596140[c-]r	6.0	6.0	6.0	6.0
A1510_1596264[c-]f	3.0	3.0	3.0	3.0
A1510_1596264[c-]r	3.0	3.0	3.0	3.0
A1510_1596538[c-]f	1.0	1.0	1.0	1.0
A1510_1596538[c-]r	1.0	1.0	1.0	1.0
A1511_1597243[c-]f	9.0	9.0	9.0	9.0
A1511_1597243[c-]r	9.0	9.0	9.0	9.0
A1511_1597304[c-]f	8.0	8.0	8.0	8.0
A1511_1597304[c-]r	8.0	8.0	8.0	8.0
A1511_1597308[c-]f	11.0	11.0	11.0	11.0
A1511_1597308[c-]r	11.0	11.0	11.0	11.0
A1511_1597331[c-]f	9.0	9.0	9.0	9.0
A1511_1597331[c-]r	9.0	9.0	9.0	9.0
A1511_1597355[c-]f	3.0	3.0	3.0	3.0
A1511_1597355[c-]r	3.0	3.0	3.0	3.0
A1511_1597373[c-]f	6.0	6.0	6.0	6.0
A1511_1597373[c-]r	6.0	6.0	6.0	6.0
A1511_1597463[c-]f	20.0	20.0	20.0	20.0
A1511_1597463[c-]r	20.0	20.0	20.0	20.0
A1511_1597544[c-]f	8.0	8.0	8.0	8.0
A1511_1597544[c-]r	8.0	8.0	8.0	8.0
A1511_1597601[c-]f	6.0	6.0	6.0	6.0
A1511_1597601[c-]r	6.0	6.0	6.0	6.0
A1511_1597704[c-]f	7.0	7.0	7.0	7.0
A1511_1597704[c-]r	7.0	7.0	7.0	7.0
A1512_1598084[c-]f	8.0	8.0	8.0	8.0
A1512_1598084[c-]r	8.0	8.0	8.0	8.0
A1512_1598085[c-]f	5.0	5.0	5.0	5.0
A1512_1598085[c-]r	5.0	5.0	5.0	5.0
A1512_1598145[c-]f	2.0	2.0	2.0	2.0
A1512_1598145[c-]r	2.0	2.0	2.0	2.0
A1512_1598185[c-]f	12.0	12.0	12.0	12.0
A1512_1598185[c-]r	12.0	12.0	12.0	12.0
A1512_1598194[c-]f	5.0	5.0	5.0	5.0
A1512_1598194[c-]r	5.0	5.0	5.0	5.0
A1512_1598229[c-]f	9.0	9.0	9.0	9.0
A1512_1598229[c-]r	9.0	9.0	9.0	9.0
A1512_1598276[c-]f	6.0	6.0	6.0	6.0
A1512_1598276[c-]r	6.0	6.0	6.0	6.0
A1512_1598451[c-]f	9.0	9.0	9.0	9.0
A1512_1598451[c-]r	9.0	9.0	9.0	9.0
A1512_1598458[c-]f	1.0	1.0	1.0	1.0
A1512_1598458[c-]r	1.0	1.0	1.0	1.0
A1512_1598469[c-]f	5.0	5.0	5.0	5.0
A1512_1598469[c-]r	5.0	5.0	5.0	5.0
A1513_1599310[c-]f	3.0	3.0	3.0	3.0
A1513_1599310[c-]r	3.0	3.0	3.0	3.0
A1513_1599345[c-]f	8.0	8.0	8.0	8.0
A1513_1599345[c-]r	8.0	8.0	8.0	8.0
A1513_1599387[c-]f	16.0	16.0	16.0	16.0
A1513_1599387[c-]r	16.0	16.0	16.0	16.0
A1513_1599432[c-]f	20.0	20.0	20.0	20.0
A1513_1599432[c-]r	20.0	20.0	20.0	20.0
A1513_1599456[c-]f	17.0	17.0	17.0	17.0
A1513_1599456[c-]r	17.0	17.0	17.0	17.0
A1513_1599465[c-]f	18.0	18.0	18.0	18.0
A1513_1599465[c-]r	18.0	18.0	18.0	18.0
A1513_1599466[c-]f	5.0	5.0	5.0	5.0
A1513_1599466[c-]r	5.0	5.0	5.0	5.0
A1513_1599513[c-]f	11.0	11.0	11.0	11.0
A1513_1599513[c-]r	11.0	11.0	11.0	11.0
A1513_1599514[c-]f	2.0	2.0	2.0	2.0
A1513_1599514[c-]r	2.0	2.0	2.0	2.0
A1513_1599526[c-]f	17.0	17.0	17.0	17.0
A1513_1599526[c-]r	17.0	17.0	17.0	17.0
A1514_1599707[c-]f	4.0	4.0	4.0	4.0
A1514_1599707[c-]r	4.0	4.0	4.0	4.0
A1514_1599734[c-]f	0.0	0.0	0.0	0.0
A1514_1599734[c-]r	0.0	0.0	0.0	0.0
A1514_1599735[c-]f	38.0	38.0	38.0	38.0
A1514_1599735[c-]r	38.0	38.0	38.0	38.0
A1514_1599749[c-]f	0.0	0.0	0.0	0.0
A1514_1599749[c-]r	0.0	0.0	0.0	0.0
A1514_1599774[c-]f	6.0	6.0	6.0	6.0
A1514_1599774[c-]r	6.0	6.0	6.0	6.0
A1514_1599789[c-]f	4.0	4.0	4.0	4.0
A1514_1599789[c-]r	4.0	4.0	4.0	4.0
A1514_1599822[c-]f	7.0	7.0	7.0	7.0
A1514_1599822[c-]r	7.0	7.0	7.0	7.0
A1514_1599877[c-]f	7.0	7.0	7.0	7.0
A1514_1599877[c-]r	7.0	7.0	7.0	7.0
A1514_1599996[c-]f	6.0	6.0	6.0	6.0
A1514_1599996[c-]r	6.0	6.0	6.0	6.0
A1514_1600007[c-]f	10.0	10.0	10.0	10.0
A1514_1600007[c-]r	10.0	10.0	10.0	10.0
A1515_1600952[c-]f	27.0	27.0	27.0	27.0
A1515_1600952[c-]r	27.0	27.0	27.0	27.0
A1515_1600979[c-]f	8.0	8.0	8.0	8.0
A1515_1600979[c-]r	8.0	8.0	8.0	8.0
A1515_1601000[c-]f	11.0	11.0	11.0	11.0
A1515_1601000[c-]r	11.0	11.0	11.0	11.0
A1515_1601002[c-]f	13.0	13.0	13.0	13.0
A1515_1601002[c-]r	13.0	13.0	13.0	13.0
A1515_1601128[c-]f	4.0	4.0	4.0	4.0
A1515_1601128[c-]r	4.0	4.0	4.0	4.0
A1515_1601168[c-]f	5.0	5.0	5.0	5.0
A1515_1601168[c-]r	5.0	5.0	5.0	5.0
A1515_1601232[c-]f	5.0	5.0	5.0	5.0
A1515_1601232[c-]r	5.0	5.0	5.0	5.0
A1515_1601238[c-]f	4.0	4.0	4.0	4.0
A1515_1601238[c-]r	4.0	4.0	4.0	4.0
A1515_1601247[c-]f	0.0	0.0	0.0	0.0
A1515_1601247[c-]r	0.0	0.0	0.0	0.0
A1515_1601385[c-]f	0.0	0.0	0.0	0.0
A1515_1601385[c-]r	0.0	0.0	0.0	0.0
A1516_1602259[c-]f	15.0	15.0	15.0	15.0
A1516_1602259[c-]r	15.0	15.0	15.0	15.0
A1516_1602308[c-]f	25.0	25.0	25.0	25.0
A1516_1602308[c-]r	25.0	25.0	25.0	25.0
A1516_1602331[c-]f	2.0	2.0	2.0	2.0
A1516_1602331[c-]r	2.0	2.0	2.0	2.0
A1516_1602382[c-]f	49.0	49.0	49.0	49.0
A1516_1602382[c-]r	49.0	49.0	49.0	49.0
A1516_1602383[c-]f	6.0	6.0	6.0	6.0
A1516_1602383[c-]r	6.0	6.0	6.0	6.0
A1516_1602392[c-]f	10.0	10.0	10.0	10.0
A1516_1602392[c-]r	10.0	10.0	10.0	10.0
A1516_1602393[c-]f	3.0	3.0	3.0	3.0
A1516_1602393[c-]r	3.0	3.0	3.0	3.0
A1516_1602436[c-]f	8.0	8.0	8.0	8.0
A1516_1602436[c-]r	8.0	8.0	8.0	8.0
A1516_1602587[c-]f	21.0	21.0	21.0	21.0
A1516_1602587[c-]r	21.0	21.0	21.0	21.0
A1516_1602713[c-]f	4.0	4.0	4.0	4.0
A1516_1602713[c-]r	4.0	4.0	4.0	4.0
A1517_1603475[c-]f	17.0	17.0	17.0	17.0
A1517_1603475[c-]r	17.0	17.0	17.0	17.0
A1517_1603496[c-]f	11.0	11.0	11.0	11.0
A1517_1603496[c-]r	11.0	11.0	11.0	11.0
A1517_1603527[c-]f	6.0	6.0	6.0	6.0
A1517_1603527[c-]r	6.0	6.0	6.0	6.0
A1517_1603543[c-]f	11.0	11.0	11.0	11.0
A1517_1603543[c-]r	11.0	11.0	11.0	11.0
A1517_1603548[c-]f	6.0	6.0	6.0	6.0
A1517_1603548[c-]r	6.0	6.0	6.0	6.0
A1517_1603576[c-]f	11.0	11.0	11.0	11.0
A1517_1603576[c-]r	11.0	11.0	11.0	11.0
A1517_1603594[c-]f	27.0	27.0	27.0	27.0
A1517_1603594[c-]r	27.0	27.0	27.0	27.0
A1517_1603673[c-]f	10.0	10.0	10.0	10.0
A1517_1603673[c-]r	10.0	10.0	10.0	10.0
A1517_1603756[c-]f	22.0	22.0	22.0	22.0
A1517_1603756[c-]r	22.0	22.0	22.0	22.0
A1517_1603778[c-]f	19.0	19.0	19.0	19.0
A1517_1603778[c-]r	19.0	19.0	19.0	19.0
A1518_1604978[c-]f	11.0	11.0	11.0	11.0
A1518_1604978[c-]r	11.0	11.0	11.0	11.0
A1518_1604981[c-]f	9.0	9.0	9.0	9.0
A1518_1604981[c-]r	9.0	9.0	9.0	9.0
A1518_1604996[c-]f	2.0	2.0	2.0	2.0
A1518_1604996[c-]r	2.0	2.0	2.0	2.0
A1518_1604997[c-]f	5.0	5.0	5.0	5.0
A1518_1604997[c-]r	5.0	5.0	5.0	5.0
A1518_1605026[c-]f	5.0	5.0	5.0	5.0
A1518_1605026[c-]r	5.0	5.0	5.0	5.0
A1518_1605039[c-]f	13.0	13.0	13.0	13.0
A1518_1605039[c-]r	13.0	13.0	13.0	13.0
A1518_1605120[c-]f	3.0	3.0	3.0	3.0
A1518_1605120[c-]r	3.0	3.0	3.0	3.0
A1518_1605234[c-]f	1.0	1.0	1.0	1.0
A1518_1605234[c-]r	1.0	1.0	1.0	1.0
A1518_1605249[c-]f	17.0	17.0	17.0	17.0
A1518_1605249[c-]r	17.0	17.0	17.0	17.0
A1518_1605263[c-]f	3.0	3.0	3.0	3.0
A1518_1605263[c-]r	3.0	3.0	3.0	3.0
A1519_1605396[c-]f	19.0	19.0	19.0	19.0
A1519_1605396[c-]r	19.0	19.0	19.0	19.0
A1519_1605422[c-]f	28.0	28.0	28.0	28.0
A1519_1605422[c-]r	28.0	28.0	28.0	28.0
A1519_1605423[c-]f	29.0	29.0	29.0	29.0
A1519_1605423[c-]r	29.0	29.0	29.0	29.0
A1519_1605429[c-]f	13.0	13.0	13.0	13.0
A1519_1605429[c-]r	13.0	13.0	13.0	13.0
A1519_1605435[c-]f	18.0	18.0	18.0	18.0
A1519_1605435[c-]r	18.0	18.0	18.0	18.0
A1519_1605459[c-]f	10.0	10.0	10.0	10.0
A1519_1605459[c-]r	10.0	10.0	10.0	10.0
A1519_1605460[c-]f	12.0	12.0	12.0	12.0
A1519_1605460[c-]r	12.0	12.0	12.0	12.0
A1519_1605463[c-]f	3.0	3.0	3.0	3.0
A1519_1605463[c-]r	3.0	3.0	3.0	3.0
A1519_1605477[c-]f	3.0	3.0	3.0	3.0
A1519_1605477[c-]r	3.0	3.0	3.0	3.0
A1519_1605494[c-]f	15.0	15.0	15.0	15.0
A1519_1605494[c-]r	15.0	15.0	15.0	15.0
A1520_1605918[c-]f	18.0	18.0	18.0	18.0
A1520_1605918[c-]r	18.0	18.0	18.0	18.0
A1520_1605927[c-]f	7.0	7.0	7.0	7.0
A1520_1605927[c-]r	7.0	7.0	7.0	7.0
A1520_1605938[c-]f	12.0	12.0	12.0	12.0
A1520_1605938[c-]r	12.0	12.0	12.0	12.0
A1520_1606000[c-]f	2.0	2.0	2.0	2.0
A1520_1606000[c-]r	2.0	2.0	2.0	2.0
A1520_1606026[c-]f	1.0	1.0	1.0	1.0
A1520_1606026[c-]r	1.0	1.0	1.0	1.0
A1520_1606096[c-]f	19.0	19.0	19.0	19.0
A1520_1606096[c-]r	19.0	19.0	19.0	19.0
A1520_1606097[c-]f	15.0	15.0	15.0	15.0
A1520_1606097[c-]r	15.0	15.0	15.0	15.0
A1520_1606200[c-]f	20.0	20.0	20.0	20.0
A1520_1606200[c-]r	20.0	20.0	20.0	20.0
A1520_1606214[c-]f	7.0	7.0	7.0	7.0
A1520_1606214[c-]r	7.0	7.0	7.0	7.0
A1520_1606316[c-]f	3.0	3.0	3.0	3.0
A1520_1606316[c-]r	3.0	3.0	3.0	3.0
A1521_1607053[c+]f	4.0	4.0	4.0	4.0
A1521_1607053[c+]r	4.0	4.0	4.0	4.0
A1521_1607241[c+]f	96.0	96.0	96.0	96.0
A1521_1607241[c+]r	96.0	96.0	96.0	96.0
A1521_1607288[c+]f	9.0	9.0	9.0	9.0
A1521_1607288[c+]r	9.0	9.0	9.0	9.0
A1521_1607289[c+]f	22.0	22.0	22.0	22.0
A1521_1607289[c+]r	22.0	22.0	22.0	22.0
A1521_1607312[c+]f	3.0	3.0	3.0	3.0
A1521_1607312[c+]r	3.0	3.0	3.0	3.0
A1521_1607344[c+]f	100.0	100.0	100.0	100.0
A1521_1607344[c+]r	100.0	100.0	100.0	100.0
A1521_1607413[c+]f	5.0	5.0	5.0	5.0
A1521_1607413[c+]r	5.0	5.0	5.0	5.0
A1521_1607474[c+]f	1.0	1.0	1.0	1.0
A1521_1607474[c+]r	1.0	1.0	1.0	1.0
A1521_1607497[c+]f	16.0	16.0	16.0	16.0
A1521_1607497[c+]r	16.0	16.0	16.0	16.0
A1521_1607513[c+]f	17.0	17.0	17.0	17.0
A1521_1607513[c+]r	17.0	17.0	17.0	17.0
A1522_1607664[c-]f	9.0	9.0	9.0	9.0
A1522_1607664[c-]r	9.0	9.0	9.0	9.0
A1522_1607732[c-]f	0.0	0.0	0.0	0.0
A1522_1607732[c-]r	0.0	0.0	0.0	0.0
A1522_1607745[c-]f	6.0	6.0	6.0	6.0
A1522_1607745[c-]r	6.0	6.0	6.0	6.0
A1522_1607751[c-]f	18.0	18.0	18.0	18.0
A1522_1607751[c-]r	18.0	18.0	18.0	18.0
A1522_1607759[c-]f	5.0	5.0	5.0	5.0
A1522_1607759[c-]r	5.0	5.0	5.0	5.0
A1522_1607829[c-]f	3.0	3.0	3.0	3.0
A1522_1607829[c-]r	3.0	3.0	3.0	3.0
A1522_1607928[c-]f	15.0	15.0	15.0	15.0
A1522_1607928[c-]r	15.0	15.0	15.0	15.0
A1522_1607984[c-]f	26.0	26.0	26.0	26.0
A1522_1607984[c-]r	26.0	26.0	26.0	26.0
A1522_1607987[c-]f	1.0	1.0	1.0	1.0
A1522_1607987[c-]r	1.0	1.0	1.0	1.0
A1522_1608011[c-]f	7.0	7.0	7.0	7.0
A1522_1608011[c-]r	7.0	7.0	7.0	7.0
A1523_1608216[c-]f	14.0	14.0	14.0	14.0
A1523_1608216[c-]r	14.0	14.0	14.0	14.0
A1523_1608273[c-]f	5.0	5.0	5.0	5.0
A1523_1608273[c-]r	5.0	5.0	5.0	5.0
A1523_1608287[c-]f	17.0	17.0	17.0	17.0
A1523_1608287[c-]r	17.0	17.0	17.0	17.0
A1523_1608298[c-]f	1.0	1.0	1.0	1.0
A1523_1608298[c-]r	1.0	1.0	1.0	1.0
A1523_1608305[c-]f	16.0	16.0	16.0	16.0
A1523_1608305[c-]r	16.0	16.0	16.0	16.0
A1523_1608352[c-]f	1.0	1.0	1.0	1.0
A1523_1608352[c-]r	1.0	1.0	1.0	1.0
A1523_1608353[c-]f	35.0	35.0	35.0	35.0
A1523_1608353[c-]r	35.0	35.0	35.0	35.0
A1523_1608484[c-]f	66.0	66.0	66.0	66.0
A1523_1608484[c-]r	66.0	66.0	66.0	66.0
A1523_1608485[c-]f	0.0	0.0	0.0	0.0
A1523_1608485[c-]r	0.0	0.0	0.0	0.0
A1523_1608569[c-]f	23.0	23.0	23.0	23.0
A1523_1608569[c-]r	23.0	23.0	23.0	23.0
A1524_1609068[c-]f	11.0	11.0	11.0	11.0
A1524_1609068[c-]r	11.0	11.0	11.0	11.0
A1524_1609070[c-]f	14.0	14.0	14.0	14.0
A1524_1609070[c-]r	14.0	14.0	14.0	14.0
A1524_1609076[c-]f	2.0	2.0	2.0	2.0
A1524_1609076[c-]r	2.0	2.0	2.0	2.0
A1524_1609093[c-]f	15.0	15.0	15.0	15.0
A1524_1609093[c-]r	15.0	15.0	15.0	15.0
A1524_1609168[c-]f	11.0	11.0	11.0	11.0
A1524_1609168[c-]r	11.0	11.0	11.0	11.0
A1524_1609183[c-]f	5.0	5.0	5.0	5.0
A1524_1609183[c-]r	5.0	5.0	5.0	5.0
A1524_1609190[c-]f	30.0	30.0	30.0	30.0
A1524_1609190[c-]r	30.0	30.0	30.0	30.0
A1524_1609191[c-]f	2.0	2.0	2.0	2.0
A1524_1609191[c-]r	2.0	2.0	2.0	2.0
A1524_1609199[c-]f	0.0	0.0	0.0	0.0
A1524_1609199[c-]r	0.0	0.0	0.0	0.0
A1524_1609262[c-]f	14.0	14.0	14.0	14.0
A1524_1609262[c-]r	14.0	14.0	14.0	14.0
A1525_1609602[c-]f	0.0	0.0	0.0	0.0
A1525_1609602[c-]r	0.0	0.0	0.0	0.0
A1525_1609611[c-]f	0.0	0.0	0.0	0.0
A1525_1609611[c-]r	0.0	0.0	0.0	0.0
A1525_1609612[c-]f	0.0	0.0	0.0	0.0
A1525_1609612[c-]r	0.0	0.0	0.0	0.0
A1525_1609645[c-]f	0.0	0.0	0.0	0.0
A1525_1609645[c-]r	0.0	0.0	0.0	0.0
A1525_1609652[c-]f	0.0	0.0	0.0	0.0
A1525_1609652[c-]r	0.0	0.0	0.0	0.0
A1525_1609690[c-]f	0.0	0.0	0.0	0.0
A1525_1609690[c-]r	0.0	0.0	0.0	0.0
A1525_1609710[c-]f	0.0	0.0	0.0	0.0
A1525_1609710[c-]r	0.0	0.0	0.0	0.0
A1525_1609734[c-]f	1.0	1.0	1.0	1.0
A1525_1609734[c-]r	1.0	1.0	1.0	1.0
A1525_1609877[c-]f	0.0	0.0	0.0	0.0
A1525_1609877[c-]r	0.0	0.0	0.0	0.0
A1525_1610010[c-]f	0.0	0.0	0.0	0.0
A1525_1610010[c-]r	0.0	0.0	0.0	0.0
A1526_1610643[c-]f	0.0	0.0	0.0	0.0
A1526_1610643[c-]r	0.0	0.0	0.0	0.0
A1526_1610669[c-]f	0.0	0.0	0.0	0.0
A1526_1610669[c-]r	0.0	0.0	0.0	0.0
A1526_1610720[c-]f	1.0	1.0	1.0	1.0
A1526_1610720[c-]r	1.0	1.0	1.0	1.0
A1526_1610721[c-]f	0.0	0.0	0.0	0.0
A1526_1610721[c-]r	0.0	0.0	0.0	0.0
A1526_1610783[c-]f	35.0	35.0	35.0	35.0
A1526_1610783[c-]r	35.0	35.0	35.0	35.0
A1526_1610805[c-]f	5.0	5.0	5.0	5.0
A1526_1610805[c-]r	5.0	5.0	5.0	5.0
A1526_1610862[c-]f	1.0	1.0	1.0	1.0
